city,date,prodcode,quantity,weight_lb,price_usd
Atlanta,Jan 23,4272,155,10.184809694904835,1.2852020668331534
Atlanta,Jan 23,4404,325,4.741292628925294,2.1961507514468397
Atlanta,Jan 23,4131,418,18.43925639539957,2.223649167409167
Atlanta,Jan 23,4404,177,16.391065351990985,3.2784357111202556
Atlanta,Jan 23,4650,384,17.808832078985873,1.0757723922259175
Atlanta,Jan 23,4159,326,2.562656823080033,2.621824107668363
Atlanta,Jan 23,4404,104,5.654904791479931,1.2165651771472767
Atlanta,Jan 23,4272,203,14.053249574033545,1.4504936050623656
Atlanta,Jan 23,4412,288,3.796648692758754,0.5597226103534922
Atlanta,Jan 23,4011,471,16.204855647776277,3.2929163948982025
Atlanta,Jan 23,4131,499,13.36064172931947,1.754663637035992
Atlanta,Jan 23,4323,184,7.799596601864324,3.293644048518036
Atlanta,Jan 23,4309,318,9.962723961519078,1.0909777151653544
Atlanta,Jan 23,4323,358,15.52001772336662,0.8565611883066595
Atlanta,Jan 23,4412,461,5.411157411942259,1.2395252389949747
Atlanta,Jan 23,4159,393,4.348337688902394,2.421310658520088
Atlanta,Jan 23,4323,344,12.762195753585548,2.137449316051789
Atlanta,Jan 23,4081,189,4.24334218702279,1.6949550645775162
Atlanta,Jan 23,4062,467,4.049678087932989,2.5552484198240566
Atlanta,Jan 23,4159,421,14.870517812622712,2.129021765792277
Atlanta,Jan 23,4081,225,13.36804025503807,2.1384966597659516
Atlanta,Jan 23,4131,191,8.249623086163774,2.1724976004450585
Atlanta,Jan 23,4958,363,7.466978820320219,1.1630529352230952
Atlanta,Jan 23,4011,395,14.723515633959325,0.834603821230121
Atlanta,Jan 23,4650,286,18.649005104321986,2.5753915740759115
Atlanta,Jan 23,4240,446,3.216841182112694,2.234110329661053
Atlanta,Jan 23,4412,370,21.848233716050164,3.1658339914400133
Atlanta,Jan 23,4404,164,2.637326418654993,3.189658630418126
Atlanta,Jan 23,4081,104,5.760810003103689,2.5982991377357396
Atlanta,Jan 23,4134,447,8.708103082329036,1.745782900613267
Atlanta,Jan 23,4030,140,19.126935191964733,1.0306316276662983
Atlanta,Jan 23,4030,225,5.850334201939405,1.7470421893056483
Atlanta,Jan 23,4796,274,17.94806270999834,2.6467600163421596
Atlanta,Jan 23,4323,346,19.205272337887436,3.07733060537139
Atlanta,Jan 23,4309,236,11.545986770419406,3.0434183530276644
Atlanta,Jan 23,4412,332,15.034416218288245,2.7926602797349918
Atlanta,Jan 23,4030,432,8.635825354186819,1.0993205923121423
Atlanta,Jan 23,4309,234,11.429521670471878,0.6864703596336768
Atlanta,Jan 23,4134,253,20.859664217242972,1.867108445451595
Atlanta,Jan 23,4404,342,7.060193113097921,2.1735817643464546
Atlanta,Jan 23,4272,298,2.6446497729513796,0.8157056485186331
Atlanta,Jan 23,4011,143,21.34802224445157,3.1649481459870006
Atlanta,Jan 23,4062,439,7.34896736778319,0.9975436311913655
Atlanta,Jan 23,4404,278,15.151322886953132,3.084142222197261
Atlanta,Jan 23,4081,400,3.692548503447324,0.9013814502512105
Atlanta,Jan 23,4309,419,21.391072760289536,2.3725338738993744
Atlanta,Jan 23,4240,256,20.38707861211151,2.7061153004295195
Atlanta,Jan 23,4012,105,19.38942021713592,2.652686194935814
Atlanta,Jan 23,4011,398,10.60270370161161,2.3995683539658788
Atlanta,Jan 23,4078,127,17.664433124568315,0.8680812315549702
Atlanta,Jan 23,4011,313,8.138136675348505,2.8910790907219055
