city,date,prodcode,quantity,weight_lb,price_usd
San Francisco,Jan 23,4081,287,4.174629228236154,1.5359204053645954
San Francisco,Jan 23,4062,190,9.594218823919073,2.0301100249169397
San Francisco,Jan 23,4030,181,3.760498794540763,2.2516662789392288
San Francisco,Jan 23,4650,121,6.677581352321432,1.2297278844169341
San Francisco,Jan 23,4796,334,21.746409958601,1.8055663126986474
San Francisco,Jan 23,4081,487,4.543805948225781,0.8308766355738044
San Francisco,Jan 23,4240,121,13.973948333645241,0.5903141640708782
San Francisco,Jan 23,4012,387,15.907184141175822,0.8149900540127419
San Francisco,Jan 23,4412,100,12.519975959137083,1.1665256770327688
San Francisco,Jan 23,4958,496,10.133615434681998,0.9472780249314383
San Francisco,Jan 23,4240,488,10.542215688573197,2.873310226434842
San Francisco,Jan 23,4062,380,12.677843492431567,1.69232763502514
San Francisco,Jan 23,4796,410,15.839611117867754,2.097673004213721
San Francisco,Jan 23,4272,279,21.678590353112668,2.1606913578114475
San Francisco,Jan 23,4240,395,12.394101343490185,0.7436956875142642
San Francisco,Jan 23,4062,371,11.950591704249383,2.6689382264274175
San Francisco,Jan 23,4011,105,7.992752033006401,2.160062740161084
San Francisco,Jan 23,4272,315,5.366897021606565,2.6743509341729808
San Francisco,Jan 23,4012,401,8.787414870504291,1.7516115940059536
San Francisco,Jan 23,4131,108,8.007383814267815,2.2870038373628634
San Francisco,Jan 23,4012,380,9.43176982156001,2.610194502177183
San Francisco,Jan 23,4240,441,11.62048724642955,2.460645322117489
San Francisco,Jan 23,4650,288,9.617267711507157,3.251660703052767
San Francisco,Jan 23,4309,204,10.64923968478106,1.321388293884229
San Francisco,Jan 23,4958,418,6.677098560566083,0.7281238415278495
San Francisco,Jan 23,4958,270,3.3022635319270197,1.718535846809391
San Francisco,Jan 23,4030,448,19.200505816936495,1.393582047848031
San Francisco,Jan 23,4309,352,13.312495682714507,1.7303466495475732
San Francisco,Jan 23,4796,281,12.84002067721449,1.7732515254290775
San Francisco,Jan 23,4012,308,14.415261147310959,2.3361580868484455
San Francisco,Jan 23,4134,490,6.550880081532523,0.5949112284113653
San Francisco,Jan 23,4272,374,12.487902089068667,1.1907903456129134
San Francisco,Jan 23,4225,436,16.51189777511172,1.8907543791690842
San Francisco,Jan 23,4062,258,2.7587277768645437,2.9943222912959757
San Francisco,Jan 23,3302,456,14.810944322217257,1.3104685465921648
San Francisco,Jan 23,3302,110,16.85641543804668,1.3744901155121625
San Francisco,Jan 23,4012,250,11.016669556638227,3.265105516370386
San Francisco,Jan 23,4796,374,17.988214451493697,1.8261499146581628
San Francisco,Jan 23,4062,279,15.183779727434741,0.5548442838597112
San Francisco,Jan 23,4078,185,14.248656104831026,0.7150526340818033
San Francisco,Jan 23,4062,171,5.81087927822955,3.11204770464683
San Francisco,Jan 23,4062,372,16.904455734789373,1.849986009602435
San Francisco,Jan 23,4796,363,10.53963829902932,2.869016394321807
