city,date,prodcode,quantity,weight_lb,price_usd
Denver,Jan 23,3302,211,11.757661197287963,2.812465920939576
Denver,Jan 23,4309,245,11.403374633239583,1.2443652796908282
Denver,Jan 23,4012,467,11.826798354135827,1.983984568458982
Denver,Jan 23,4011,132,16.804180722543972,1.4492282759281807
Denver,Jan 23,4030,305,21.821528973802927,0.8535143136512489
Denver,Jan 23,4225,268,18.84008550271392,2.8922634699963967
Denver,Jan 23,4062,163,4.416141177667305,2.2677601013099777
Denver,Jan 23,4011,280,19.256153147201985,2.8821815654053355
Denver,Jan 23,4272,168,13.443455498013646,0.8965324814314954
Denver,Jan 23,4309,442,15.728922613942997,2.387691934895702
Denver,Jan 23,4412,375,17.83418847937137,2.221815833775327
Denver,Jan 23,4323,148,10.170005557825789,3.150582482875325
Denver,Jan 23,4011,147,19.094888350600378,2.1467171792290176
Denver,Jan 23,4323,215,5.954189542448149,1.383615345763974
Denver,Jan 23,4011,477,12.015288334991784,3.1206426277756694
Denver,Jan 23,3302,473,4.5768781146965924,2.871988246229012
Denver,Jan 23,4240,173,6.727533463109285,1.7175767259439454
Denver,Jan 23,4412,466,20.128858350403608,1.8855789844645188
Denver,Jan 23,4134,126,11.580742489080878,2.6634304178995083
Denver,Jan 23,4272,451,12.901440228568392,1.243761250237003
Denver,Jan 23,4159,123,21.481147315725686,2.7831098943250256
Denver,Jan 23,4012,481,21.454094625590372,2.8107623722869906
Denver,Jan 23,4030,164,15.770117498375477,1.6976768643478863
Denver,Jan 23,4011,332,17.643191232392567,3.070033849636093
Denver,Jan 23,4030,385,2.604973705299199,0.7449081009952352
Denver,Jan 23,3302,212,16.62362166326493,2.7777642333065162
Denver,Jan 23,4081,110,20.46942922784947,1.8862372959381901
Denver,Jan 23,4134,384,10.921064397273586,1.389395494083874
Denver,Jan 23,4323,225,16.170380667131397,2.2491530415252785
Denver,Jan 23,4309,442,18.371150860982016,1.4279467698768713
Denver,Jan 23,4011,289,11.834864405402914,2.3439262377913113
Denver,Jan 23,4078,497,18.89138846783899,3.068582842545584
Denver,Jan 23,4012,131,11.958901760680602,2.114967335900292
Denver,Jan 23,4011,109,2.5498505235183986,2.304199441056699
