city,date,prodcode,quantity,weight_lb,price_usd
Boston,Jan 23,4134,498,17.28730939854868,2.1533341368311087
Boston,Jan 23,4012,384,12.642419824097306,1.0038212035549805
Boston,Jan 23,4323,431,19.24758928003721,0.8148280544090085
Boston,Jan 23,4078,457,15.536388760013507,1.7286860012216494
Boston,Jan 23,4323,316,2.4582123877480626,1.5283443057676778
Boston,Jan 23,4131,322,15.925338247092443,2.8735672346199865
Boston,Jan 23,4272,210,19.85593189666979,1.2653643025667407
Boston,Jan 23,4309,364,14.710633471468464,0.6136473534977995
Boston,Jan 23,4412,197,4.324434167798609,2.9215987341129224
Boston,Jan 23,4131,215,20.43709103614092,1.4701168933068403
Boston,Jan 23,4796,387,15.572175146825613,2.287419397220947
Boston,Jan 23,4323,391,5.142155509442091,2.0526722115580927
Boston,Jan 23,4412,169,16.95776847745292,1.5852223562658765
Boston,Jan 23,4309,222,20.86345746512525,1.061150791484397
Boston,Jan 23,4062,248,10.531510837329552,1.7295866257161834
Boston,Jan 23,4012,131,8.094916947744787,2.2846273960429246
Boston,Jan 23,4131,385,7.3366480689495805,1.9823164659435863
Boston,Jan 23,4650,320,6.613050074735657,2.3639586772886108
Boston,Jan 23,4323,154,13.399956000503154,2.555742561130319
Boston,Jan 23,4012,490,17.181672629946846,1.888762901723385
Boston,Jan 23,4272,325,15.458150209160523,1.6072556930710562
Boston,Jan 23,4240,416,13.021151326969267,0.5687921493197792
Boston,Jan 23,4012,440,18.266980423778296,0.5601316258660518
Boston,Jan 23,4134,452,17.231502680527047,3.286075210385025
Boston,Jan 23,4012,420,2.5973556307144463,0.8466889204690233
Boston,Jan 23,4240,356,9.741893262648956,1.7013401854899712
Boston,Jan 23,4159,352,3.207426249608398,2.52418250318151
Boston,Jan 23,4796,208,17.99847815814428,2.591982613678556
Boston,Jan 23,4134,112,20.489244421198965,2.947996765212156
Boston,Jan 23,4404,268,12.943447735160591,2.2216368928900923
Boston,Jan 23,4012,242,19.076819083373994,2.6295592161011885
Boston,Jan 23,4078,257,13.754544693185018,2.879913569672499
Boston,Jan 23,4323,168,15.432808141410352,2.2351440346799794
Boston,Jan 23,4011,228,12.324029010999949,2.73136646138737
Boston,Jan 23,4030,265,17.30246166791767,0.6128503795014695
Boston,Jan 23,4404,404,20.086573300557212,1.696515011554584
Boston,Jan 23,4272,209,18.445395341096447,2.9559265655232596
Boston,Jan 23,4030,146,3.6143506224267186,2.330204292794224
Boston,Jan 23,4309,111,2.277147592511028,3.092317213607021
Boston,Jan 23,4272,423,3.23353259395808,1.0236190140829422
Boston,Jan 23,4272,292,19.357891558855773,1.4184851701254957
Boston,Jan 23,4131,423,13.609654344664888,2.7617047679494138
Boston,Jan 23,4131,131,8.414082926372068,3.2696493807714435
Boston,Jan 23,4412,146,21.19742251900025,1.436560267652385
Boston,Jan 23,4159,151,13.905636388994754,0.5532769780955278
Boston,Jan 23,4011,396,12.721904848609121,3.2784692031098532
Boston,Jan 23,4309,403,9.801946096494795,0.9579690774087795
Boston,Jan 23,4309,497,8.527153943944723,0.6857518172590062
Boston,Jan 23,4078,350,18.206047854712235,2.192722077202052
Boston,Jan 23,4012,215,3.0300060697365554,1.433653219556436
Boston,Jan 23,4272,180,9.402105355542155,2.0018047508900056
Boston,Jan 23,4404,421,19.16061994605698,2.737410556012765
Boston,Jan 23,4030,391,16.01934225424193,0.7395646412740462
Boston,Jan 23,4412,187,15.752832164987923,2.4613069176091815
Boston,Jan 23,4030,398,9.09069804409519,3.158736645197496
Boston,Jan 23,4062,447,13.182700222311542,1.3138656228082255
Boston,Jan 23,4412,312,4.917423627665267,1.2358681094017812
Boston,Jan 23,4650,340,17.741644815169277,0.9884475703700446
Boston,Jan 23,4062,475,19.759878917364404,0.7469826540444047
Boston,Jan 23,4131,481,6.241098489239812,2.0829533535405065
Boston,Jan 23,4030,364,17.45833463682793,1.8970518919057213
Boston,Jan 23,4081,128,14.007986623002218,1.9093039952102118
Boston,Jan 23,4404,431,21.16186089962721,2.9930218592169697
Boston,Jan 23,4012,292,5.34203027272597,0.650936989474576
Boston,Jan 23,4404,256,12.61429062811658,1.1102954872883857
Boston,Jan 23,4078,219,19.48839707709849,1.962898132693954
Boston,Jan 23,4404,197,19.420180191611873,1.1999346947530285
Boston,Jan 23,4225,269,2.669035136140883,2.1324480921146463
Boston,Jan 23,4240,476,21.522615930903704,1.8762092565419153
Boston,Jan 23,4309,206,11.906439124466852,2.115719894017093
Boston,Jan 23,4796,327,9.90557239605114,0.9464188665268012
Boston,Jan 23,4030,181,10.467588205775247,0.9506990970810876
Boston,Jan 23,4272,177,4.03993124589324,1.6837785607320257
Boston,Jan 23,4134,388,5.403822361957282,2.4282782767666506
Boston,Jan 23,4796,225,10.227246604301037,2.346926506154705
Boston,Jan 23,3302,155,8.967925994517282,3.068962415866554
Boston,Jan 23,4134,123,10.422097573755309,2.7860611143521967
Boston,Jan 23,4404,473,8.22023888793774,2.408697503397707
Boston,Jan 23,4272,327,13.293554641818629,2.7706225505797195
Boston,Jan 23,4323,147,5.286308181332425,0.9021771539235488
